factura_nota;n_control;fecha_registro;mes;rif_cliente;fecha_auditoria;fecha_registro;cliente;codigo_producto;producto;estandar;unidad_medida; cajas_devueltas ;display_devueltos;paq_und_devueltas;lote;fecha_vencimiento;chofer;transporte;motivo;Tipo_de_devolucion;responsable;zona;asesor;nota_credito;recibida;comentarios;
31672;2029990;18/2/26;2;J-507033147;25/2/26;5/2/26;SUPERMERCADO GRAN VECINO, C.A;PC1003;PAPA CRUNCH CREMA Y CEBOLLA 24U X 100G;24; CAJA ;1; -   ; -   ;LWP0125;10/4/26;JAIKER QUINTERO;CESARIO PARRA;FECHA VENCIMIENTO;FISICO;VENTAS;DISTRITO CAPITAL;AV - CAPITAL I;JONATHAN RENGIFO;;SI;FECHA VENCIMIENTO
31672;2029990;18/2/26;2;J-507033147;25/2/26;5/2/26;SUPERMERCADO GRAN VECINO, C.A;PC1005;PAPA CRUNCH BARBECUE 24U X 100G;24; CAJA ;1; -   ; -   ;LWP0125;18/4/26;JAIKER QUINTERO;CESARIO PARRA;FECHA VENCIMIENTO;FISICO;VENTAS;DISTRITO CAPITAL;AV - CAPITAL I;JONATHAN RENGIFO;;SI;FECHA VENCIMIENTO
31672;2029990;18/2/26;2;J-507033147;25/2/26;5/2/26;SUPERMERCADO GRAN VECINO, C.A;PC1007;PAPA CRUNCH QUESO 24U X 100G;24; CAJA ;1; -   ; -   ;LWP0125;18/4/26;JAIKER QUINTERO;CESARIO PARRA;FECHA VENCIMIENTO;FISICO;VENTAS;DISTRITO CAPITAL;AV - CAPITAL I;JONATHAN RENGIFO;;SI;FECHA VENCIMIENTO
31672;2029990;18/2/26;2;J-507033147;25/2/26;5/2/26;SUPERMERCADO GRAN VECINO, C.A;PC1009;PAPA CRUNCH PIZZA 24U X 100G;24; CAJA ;1; -   ; -   ;LWP0125;10/4/26;JAIKER QUINTERO;CESARIO PARRA;FECHA VENCIMIENTO;FISICO;VENTAS;DISTRITO CAPITAL;AV - CAPITAL I;JONATHAN RENGIFO;;SI;FECHA VENCIMIENTO
31672;2029990;18/2/26;2;J-507033147;25/2/26;5/2/26;SUPERMERCADO GRAN VECINO, C.A;WS0304;CRISPY POP CHOCOLATE 18U X 120G;18; CAJA ;1; -   ; -   ;L2406;24/3/26;JAIKER QUINTERO;CESARIO PARRA;FECHA VENCIMIENTO;FISICO;VENTAS;DISTRITO CAPITAL;AV - CAPITAL I;JONATHAN RENGIFO;;SI;FECHA VENCIMIENTO
49151;2029991;21/2/26;2;J-413138530;25/2/26;6/2/26;INVERSIONES ORIENTE 20.20, C.A.;CY2001;CHOCOYA 27U X 200ML;27; CAJA ;3; -   ; -   ;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;MERCANCIA NO SOLICITADA;FISICO;VENTAS;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;03 UND. AVERIADAS - COBRO A TRANSPORTE / CLIENTE DEVUELVE MERCANCIA NO SOLICITADA
49151;2029991;21/2/26;2;J-413138530;25/2/26;6/2/26;INVERSIONES ORIENTE 20.20, C.A.;WP3662;GELATINA WYNCO CEREZA 36U X 25G;36; CAJA ;2; -   ; -   ;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;MERCANCIA NO SOLICITADA;FISICO;VENTAS;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;03 UND. AVERIADAS - COBRO A TRANSPORTE / CLIENTE DEVUELVE MERCANCIA NO SOLICITADA
49151;2029991;21/2/26;2;J-413138530;25/2/26;6/2/26;INVERSIONES ORIENTE 20.20, C.A.;WP3665;GELATINA WYNCO PIÑA 36U X 25G;36; CAJA ;1; -   ; -   ;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;MERCANCIA NO SOLICITADA;FISICO;VENTAS;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;03 UND. AVERIADAS - COBRO A TRANSPORTE / CLIENTE DEVUELVE MERCANCIA NO SOLICITADA
49151;2029991;21/2/26;2;J-413138530;25/2/26;6/2/26;INVERSIONES ORIENTE 20.20, C.A.;WP3690;GELATINA ZERO AZUCAR WYNCO FRESA 36U X 12G;36; CAJA ;1; -   ; -   ;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;MERCANCIA NO SOLICITADA;FISICO;VENTAS;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;03 UND. AVERIADAS - COBRO A TRANSPORTE / CLIENTE DEVUELVE MERCANCIA NO SOLICITADA
49151;2029991;21/2/26;2;J-413138530;25/2/26;6/2/26;INVERSIONES ORIENTE 20.20, C.A.;WP3693;GELATINA ZERO AZUCAR WYNCO UVA 36U X 12G;36; CAJA ;1; -   ; -   ;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;MERCANCIA NO SOLICITADA;FISICO;VENTAS;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;03 UND. AVERIADAS - COBRO A TRANSPORTE / CLIENTE DEVUELVE MERCANCIA NO SOLICITADA
32101;2029992;20/2/26;2;J-400655161;25/2/26;18/2/26;INVERSIONES MING YE C.A.;WF1021;CHUPA POP FRESA 14P X 24U;14; PAQ. ; -   ; -   ;1;;;ROGER HERRERA;INNOVA;FALTANTE;FINANCIERO;OTROS;EDO. MIRANDA;AV - CAPITAL IV;HAROLDO ZAPATA;;NO;01 PAQ. FALTANTE - SE QUEDA CON LA CAJA
32151;2029993;23/2/26;2;J-408066106;25/2/26;19/2/26;DISTRIBUIDORA NINAROM 2021, C.A;OP6346;CARAMELO DURO MENTA 34P X 250G;34; PAQ. ; -   ; -   ;5;;;VICTOR RODRIGUEZ;CESARIO PARRA;FALTANTE;FINANCIERO;OTROS;EDO. MIRANDA;EN - CAPITAL I;GUSTAVO DIAZ;;NO;05 PAQS. FALTANTES - SE QUEDA CON LA CAJA
49157;2029994;23/2/26;2;J-500769300;25/2/26;6/2/26;INVERSIONES BARCELONA ORIENTE 20.21, C.A.;CY2001;CHOCOYA 27U X 200ML;27; CAJA ;1; -   ; -   ;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;SIN TIEMPO PARA ENTREGA;FISICO;TRANSPORTE;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;WP3663: 01 UND. AVERIADA (COBRO A TRANSPORTE) / WP3693: 03 UND. AVERIADAS + 01 UND. FALTANTE / WP3666: 01 CAJA - COBRO A TRANSPORTE / WP3691: 01 CAJA AVERIADA - COBRO A TRANSPORTE
49157;2029994;23/2/26;2;J-500769300;25/2/26;6/2/26;INVERSIONES BARCELONA ORIENTE 20.21, C.A.;WP3662;GELATINA WYNCO CEREZA 36U X 25G;36; CAJA ;2; -   ; -   ;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;SIN TIEMPO PARA ENTREGA;FISICO;TRANSPORTE;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;WP3663: 01 UND. AVERIADA (COBRO A TRANSPORTE) / WP3693: 03 UND. AVERIADAS + 01 UND. FALTANTE / WP3666: 01 CAJA - COBRO A TRANSPORTE / WP3691: 01 CAJA AVERIADA - COBRO A TRANSPORTE
49157;2029994;23/2/26;2;J-500769300;25/2/26;6/2/26;INVERSIONES BARCELONA ORIENTE 20.21, C.A.;WP3663;GELATINA WYNCO FRESA 36U X 25G;36; CAJA ;2; -   ; -   ;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;SIN TIEMPO PARA ENTREGA;FISICO;TRANSPORTE;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;WP3663: 01 UND. AVERIADA (COBRO A TRANSPORTE) / WP3693: 03 UND. AVERIADAS + 01 UND. FALTANTE / WP3666: 01 CAJA - COBRO A TRANSPORTE / WP3691: 01 CAJA AVERIADA - COBRO A TRANSPORTE
49157;2029994;23/2/26;2;J-500769300;25/2/26;6/2/26;INVERSIONES BARCELONA ORIENTE 20.21, C.A.;WP3666;GELATINA WYNCO UVA 36U X 25G;36; CAJA ;1; -   ; -   ;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;SIN TIEMPO PARA ENTREGA;FISICO;TRANSPORTE;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;NO;WP3663: 01 UND. AVERIADA (COBRO A TRANSPORTE) / WP3693: 03 UND. AVERIADAS + 01 UND. FALTANTE / WP3666: 01 CAJA - COBRO A TRANSPORTE / WP3691: 01 CAJA AVERIADA - COBRO A TRANSPORTE
49157;2029994;23/2/26;2;J-500769300;25/2/26;6/2/26;INVERSIONES BARCELONA ORIENTE 20.21, C.A.;WP3690;GELATINA ZERO AZUCAR WYNCO FRESA 36U X 12G;36; CAJA ;2; -   ; -   ;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;SIN TIEMPO PARA ENTREGA;FISICO;TRANSPORTE;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;WP3663: 01 UND. AVERIADA (COBRO A TRANSPORTE) / WP3693: 03 UND. AVERIADAS + 01 UND. FALTANTE / WP3666: 01 CAJA - COBRO A TRANSPORTE / WP3691: 01 CAJA AVERIADA - COBRO A TRANSPORTE
49157;2029994;23/2/26;2;J-500769300;25/2/26;6/2/26;INVERSIONES BARCELONA ORIENTE 20.21, C.A.;WP3691;GELATINA ZERO AZUCAR WYNCO LIMON 36U X 12G;36; CAJA ;1; -   ; -   ;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;SIN TIEMPO PARA ENTREGA;FISICO;TRANSPORTE;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;WP3663: 01 UND. AVERIADA (COBRO A TRANSPORTE) / WP3693: 03 UND. AVERIADAS + 01 UND. FALTANTE / WP3666: 01 CAJA - COBRO A TRANSPORTE / WP3691: 01 CAJA AVERIADA - COBRO A TRANSPORTE
49157;2029994;23/2/26;2;J-500769300;25/2/26;6/2/26;INVERSIONES BARCELONA ORIENTE 20.21, C.A.;WP3692;GELATINA ZERO AZUCAR WYNCO PIÑA 36U X 12G;36; CAJA ;1; -   ; -   ;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;SIN TIEMPO PARA ENTREGA;FISICO;TRANSPORTE;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;WP3663: 01 UND. AVERIADA (COBRO A TRANSPORTE) / WP3693: 03 UND. AVERIADAS + 01 UND. FALTANTE / WP3666: 01 CAJA - COBRO A TRANSPORTE / WP3691: 01 CAJA AVERIADA - COBRO A TRANSPORTE
49157;2029994;23/2/26;2;J-500769300;25/2/26;6/2/26;INVERSIONES BARCELONA ORIENTE 20.21, C.A.;WP3693;GELATINA ZERO AZUCAR WYNCO UVA 36U X 12G;36; CAJA ;2; -   ; -   ;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;SIN TIEMPO PARA ENTREGA;FISICO;TRANSPORTE;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;WP3663: 01 UND. AVERIADA (COBRO A TRANSPORTE) / WP3693: 03 UND. AVERIADAS + 01 UND. FALTANTE / WP3666: 01 CAJA - COBRO A TRANSPORTE / WP3691: 01 CAJA AVERIADA - COBRO A TRANSPORTE
49149;2029995;23/2/26;2;J-413138530;25/2/26;6/2/26;INVERSIONES ORIENTE 20.20, C.A.;BC1004;CARAMELO LECHE-CHOCOLATE 24P X 100U;24; CAJA ;1; -   ; -   ;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;SIN TIEMPO PARA ENTREGA;FISICO;TRANSPORTE;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;COBRO A TRANSPORTE 01 UND.  SIN PRODUCTO + 03 UND. DOBLADAS - CY2001
49149;2029995;23/2/26;2;J-413138530;25/2/26;6/2/26;INVERSIONES ORIENTE 20.20, C.A.;CY2001;CHOCOYA 27U X 200ML;27; CAJA ;4; -   ; -   ;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;SIN TIEMPO PARA ENTREGA;FISICO;TRANSPORTE;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;COBRO A TRANSPORTE 01 UND.  SIN PRODUCTO + 03 UND. DOBLADAS - CY2001
49149;2029995;23/2/26;2;J-413138530;25/2/26;6/2/26;INVERSIONES ORIENTE 20.20, C.A.;WP3662;GELATINA WYNCO CEREZA 36U X 25G;36; CAJA ;3; -   ; -   ;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;SIN TIEMPO PARA ENTREGA;FISICO;TRANSPORTE;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;COBRO A TRANSPORTE 01 UND.  SIN PRODUCTO + 03 UND. DOBLADAS - CY2001
49149;2029995;23/2/26;2;J-413138530;25/2/26;6/2/26;INVERSIONES ORIENTE 20.20, C.A.;WP3663;GELATINA WYNCO FRESA 36U X 25G;36; CAJA ;3; -   ; -   ;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;SIN TIEMPO PARA ENTREGA;FISICO;TRANSPORTE;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;COBRO A TRANSPORTE 01 UND.  SIN PRODUCTO + 03 UND. DOBLADAS - CY2001
49149;2029995;23/2/26;2;J-413138530;25/2/26;6/2/26;INVERSIONES ORIENTE 20.20, C.A.;WP3664;GELATINA WYNCO LIMON 36U X 25G;36; CAJA ;2; -   ; -   ;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;SIN TIEMPO PARA ENTREGA;FISICO;TRANSPORTE;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;COBRO A TRANSPORTE 01 UND.  SIN PRODUCTO + 03 UND. DOBLADAS - CY2001
49149;2029995;23/2/26;2;J-413138530;25/2/26;6/2/26;INVERSIONES ORIENTE 20.20, C.A.;WP3666;GELATINA WYNCO UVA 36U X 25G;36; CAJA ;2; -   ; -   ;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;SIN TIEMPO PARA ENTREGA;FISICO;TRANSPORTE;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;COBRO A TRANSPORTE 01 UND.  SIN PRODUCTO + 03 UND. DOBLADAS - CY2001
49149;2029995;23/2/26;2;J-413138530;25/2/26;6/2/26;INVERSIONES ORIENTE 20.20, C.A.;WP3665;GELATINA WYNCO PIÑA 36U X 25G;36; CAJA ;2; -   ; -   ;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;SIN TIEMPO PARA ENTREGA;FISICO;TRANSPORTE;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;COBRO A TRANSPORTE 01 UND.  SIN PRODUCTO + 03 UND. DOBLADAS - CY2001
49149;2029995;23/2/26;2;J-413138530;25/2/26;6/2/26;INVERSIONES ORIENTE 20.20, C.A.;WP3690;GELATINA ZERO AZUCAR WYNCO FRESA 36U X 12G;36; CAJA ;3; -   ; -   ;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;SIN TIEMPO PARA ENTREGA;FISICO;TRANSPORTE;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;COBRO A TRANSPORTE 01 UND.  SIN PRODUCTO + 03 UND. DOBLADAS - CY2001
49149;2029995;23/2/26;2;J-413138530;25/2/26;6/2/26;INVERSIONES ORIENTE 20.20, C.A.;WP3691;GELATINA ZERO AZUCAR WYNCO LIMON 36U X 12G;36; CAJA ;1; -   ; -   ;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;SIN TIEMPO PARA ENTREGA;FISICO;TRANSPORTE;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;COBRO A TRANSPORTE 01 UND.  SIN PRODUCTO + 03 UND. DOBLADAS - CY2001
49149;2029995;23/2/26;2;J-413138530;25/2/26;6/2/26;INVERSIONES ORIENTE 20.20, C.A.;WP3692;GELATINA ZERO AZUCAR WYNCO PIÑA 36U X 12G;36; CAJA ;1; -   ; -   ;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;SIN TIEMPO PARA ENTREGA;FISICO;TRANSPORTE;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;COBRO A TRANSPORTE 01 UND.  SIN PRODUCTO + 03 UND. DOBLADAS - CY2001
49149;2029995;23/2/26;2;J-413138530;25/2/26;6/2/26;INVERSIONES ORIENTE 20.20, C.A.;WP3693;GELATINA ZERO AZUCAR WYNCO UVA 36U X 12G;36; CAJA ;2; -   ; -   ;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;SIN TIEMPO PARA ENTREGA;FISICO;TRANSPORTE;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;COBRO A TRANSPORTE 01 UND.  SIN PRODUCTO + 03 UND. DOBLADAS - CY2001
32128;2029996;23/2/26;2;J-409344126;25/2/26;19/2/26;MEGA MARKET DEL CENTRO C.A;DG1210;GOMITAS MORAS 12P X 1KG;12; CAJA ;3; -   ; -   ;L011225;1/8/27;PLACIDO GUEVARA;PLACIDO GUEVARA;DAÑADO;FISICO;OTROS;EDO. ARAGUA;AV - ARAGUA I;ALEJANDRO VALERA;;SI;13 PAQS. KO + 01 CAJA OK + 01 PAQ. OK
32146;2029997;23/2/26;2;J-500308515;25/2/26;19/2/26;INVERSIONES IMPORTK, C.A;BB0950;BOMBONES BEL SURTIDO 16P X 50U;16; CAJA ;3; -   ; -   ;L1212;3/12/26;ISAAC LOPEZ;CESARIO PARRA;MERCANCIA NO SOLICITADA;FISICO;VENTAS;EDO. LARA;CALL CENTER I;JOHANA CAMACHO;;SI;MERCANCIA NO SOLICITADA POR EL CLIENTE
32146;2029997;23/2/26;2;J-500308515;25/2/26;19/2/26;INVERSIONES IMPORTK, C.A;WF2030;MINI JELLY WYNCO BOLSA 30P X 20U;30; CAJA ;2; -   ; -   ;LW10425;10/4/27;ISAAC LOPEZ;CESARIO PARRA;MERCANCIA NO SOLICITADA;FISICO;VENTAS;EDO. LARA;CALL CENTER I;JOHANA CAMACHO;;SI;MERCANCIA NO SOLICITADA POR EL CLIENTE
32149;2029998;23/2/26;2;J-296052450;25/2/26;19/2/26;DISTRIBUIDORA LUMAR, C.A.;JC5000;COLORETI MINI 500G 12P X 500G;12; PAQ. ; -   ; -   ;1;L251113;13/7/27;ISAAC LOPEZ;CESARIO PARRA;DAÑADO;FISICO;OTROS;EDO. YARACUY;EN - CENTRO OCCIDENTE;FRANKLIN COLMENAREZ;;SI;01 PAQ. AVERIADO - SE QUEDA CON LA CAJA
32147;2029999;23/2/26;2;J-410466065;25/2/26;19/2/26;LA INDIANITA C.A.;GM2550;MARSHMALLOWS MULTICOLOR 30P X 255G;30; CAJA ;1; -   ; -   ;L135253;22/11/26;ISAAC LOPEZ;CESARIO PARRA;MERCANCIA NO SOLICITADA;FISICO;VENTAS;EDO. LARA;AV - LARA - YARACUY I;VACANTE AV - LARA - YARACUY I;;SI;MERCANCIA NO SOLICITADA POR EL CLIENTE
49341;2030000;23/2/26;2;J-412956078;25/2/26;19/2/26;MERKAFUR, C.A;RF3094;COUGH DROPS FREEGELLS CEREZA 9P X 30U;9; CAJA ;2; -   ; -   ;;28/3/26;ISAAC LOPEZ;CESARIO PARRA;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. LARA;AV - LARA - YARACUY I;VACANTE AV - LARA - YARACUY I;;SI;FECHA VENCIMIENTO
49166;2030001;23/2/26;2;J-298709510;25/2/26;6/2/26;HIPERMERCADO FAMOSO CA;WS0301;CRISPY POP CARAMELO 18U X 120G;18; CAJA ;1; -   ; -   ;L2306;23/3/26;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;WS0301: 01 PAQ. ABIERTO (COBRO A TRANSPORTE) - 01 DE LAS CAJAS EN MAL ESTADO (EMPAQUE)
49166;2030001;23/2/26;2;J-298709510;25/2/26;6/2/26;HIPERMERCADO FAMOSO CA;WS0304;CRISPY POP CHOCOLATE 18U X 120G;18; CAJA ;1; -   ; -   ;L2406;24/3/26;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;WS0301: 01 PAQ. ABIERTO (COBRO A TRANSPORTE) - 01 DE LAS CAJAS EN MAL ESTADO (EMPAQUE)
49306;2030002;23/2/26;2;J-502670696;25/2/26;18/2/26;HIPERMERCADO D´ LIFE, C.A;WS0301;CRISPY POP CARAMELO 18U X 120G;18; CAJA ;1; -   ; -   ;L2306;23/3/26;JUAN LOZADA;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO.BOLIVAR;AV - BOLIVAR I;VACANTE AV - BOLIVAR I;;SI;WS0304: 01 PAQ. FALTANTE - DEVUELVE CAJA / CLIENTE DEVUELVE POR FECHA VENCIMIENTO
49306;2030002;23/2/26;2;J-502670696;25/2/26;18/2/26;HIPERMERCADO D´ LIFE, C.A;WS0304;CRISPY POP CHOCOLATE 18U X 120G;18; CAJA ;1; -   ; -   ;L2406;24/3/26;JUAN LOZADA;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO.BOLIVAR;AV - BOLIVAR I;VACANTE AV - BOLIVAR I;;SI;WS0304: 01 PAQ. FALTANTE - DEVUELVE CAJA / CLIENTE DEVUELVE POR FECHA VENCIMIENTO
32088;2030003;23/2/26;2;V-155028269;25/2/26;18/2/26;GABRIELA ALEJANDRA VIVAS ORTEGA (GABRIELA VIVAS 82 COMERCIALIZADORA Y CONFITERIA);GM1001;MARSHMALLOWS MULTICOLOR 70P X 100G;70; CAJA ;2; -   ; -   ;L90031;24/5/26;FERNANDO APONTE;INNOVA;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. TÁCHIRA;EN - ANDES;JOSE REYES;;SI;"SE RECIBE SOLO UNA CAJA DEL SKU GM1001, LA OTRA CAJA DEBE SER FCATURADA A; ANGERSO FRANCISCO CARRERO MORENO (DISTRIBUCIONES DON PACHO DE FRANCISCO CARRERO,F.P)"
31729;2030004;23/2/26;2;J-409990001;25/2/26;6/2/26;COMERCIAL TINITO BARCELONA, C.A.;JC5000;COLORETI MINI 500G 12P X 500G;12; PAQ. ; -   ; -   ;3;L251113;13/7/27;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;DAÑADO;FINANCIERO;OTROS;EDO. ANZOÁTEGUI;EN - ORIENTE NORTE;JOSE CANACHE;;SI;03 PAQS. AVERIADOS - SE QUEDA CON LA CAJA / CF5005:  OK PARA LA VENTA
31729;2030004;23/2/26;2;J-409990001;25/2/26;6/2/26;COMERCIAL TINITO BARCELONA, C.A.;CF5005;GRANULADO COLORIDO 20P X 500G;20; CAJA ;1; -   ; -   ;L25045;14/2/27;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;DAÑADO;FISICO;OTROS;EDO. ANZOÁTEGUI;EN - ORIENTE NORTE;JOSE CANACHE;;SI;03 PAQS. AVERIADOS - SE QUEDA CON LA CAJA / CF5005:  OK PARA LA VENTA
49161;2030005;23/2/26;2;J-506319594;25/2/26;6/2/26;ALIMENTOS VIRGEN DE FATIMA, C.A.;WP3664;GELATINA WYNCO LIMON 36U X 25G;36; CAJA ;1; -   ; -   ;L0113800;3/5/27;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;DAÑADO;FISICO;OTROS;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;WP3664: 27 UND. AVERIADA (COBRO A TRANSPORTE) +09 UND. OK / WP3665: 06 UNDS. AVERIADAS - SE QUEDA CON LA CAJA / WP3690: 04 UNDS. AVERIADAS - SE QUEDA CON LA CAJA
49161;2030005;23/2/26;2;J-506319594;25/2/26;6/2/26;ALIMENTOS VIRGEN DE FATIMA, C.A.;WP3665;GELATINA WYNCO PIÑA 36U X 25G;36; UND. ; -   ; -   ;6;L0113799;29/4/27;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;DAÑADO;FINANCIERO;OTROS;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;WP3664: 27 UND. AVERIADA (COBRO A TRANSPORTE) +09 UND. OK / WP3665: 06 UNDS. AVERIADAS - SE QUEDA CON LA CAJA / WP3690: 04 UNDS. AVERIADAS - SE QUEDA CON LA CAJA
49161;2030005;23/2/26;2;J-506319594;25/2/26;6/2/26;ALIMENTOS VIRGEN DE FATIMA, C.A.;WP3690;GELATINA ZERO AZUCAR WYNCO FRESA 36U X 12G;36; UND. ; -   ; -   ;4;L0113806;21/4/27;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;DAÑADO;FINANCIERO;OTROS;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;WP3664: 27 UND. AVERIADA (COBRO A TRANSPORTE) +09 UND. OK / WP3665: 06 UNDS. AVERIADAS - SE QUEDA CON LA CAJA / WP3690: 04 UNDS. AVERIADAS - SE QUEDA CON LA CAJA
49181;2030006;23/2/26;2;J-401118542;25/2/26;6/2/26;SUPER MARKET ORIENTE C.A.;WG1140;GALLETAS DE MANTEQUILLA MIX ORIGINAL 24U X 114G;24; CAJA ;1; -   ; -   ;;4/5/26;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. SUCRE;AV - SUCRE I;GIAN CALVO;;SI;FECHA VENCIMIENTO
32046;2030007;23/2/26;2;J-502865764;26/2/26;18/2/26;BELLA MARKET MONAGAS, C.A;GM1001;MARSHMALLOWS MULTICOLOR 70P X 100G;70; CAJA ;1; -   ; -   ;L138381;25/10/26;JUAN LOZADA;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. MONAGAS;AV - MONAGAS I;KELLY GIL;;SI;CLIENTE DEVUELVE POR FECHA DE VENCIMIENTO - CRUCE DE MERCANCIA NO SE RECIBE EL SKU GM1002, EN SU LUGAR LLEGA 01 CAJA DEL SKU GM1003 -MARSHMALLOWS MINI BLANCO 70P X 100G -V. 231026 L138426
32046;2030007;23/2/26;2;J-502865764;26/2/26;18/2/26;BELLA MARKET MONAGAS, C.A;GM1002;MARSHMALLOWS BLANCO 70P X 100G;70; CAJA ;1; -   ; -   ;;;JUAN LOZADA;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. MONAGAS;AV - MONAGAS I;KELLY GIL;;SI;CLIENTE DEVUELVE POR FECHA DE VENCIMIENTO - CRUCE DE MERCANCIA NO SE RECIBE EL SKU GM1002, EN SU LUGAR LLEGA 01 CAJA DEL SKU GM1003 -MARSHMALLOWS MINI BLANCO 70P X 100G -V. 231026 L138426
