factura_nota;n_control;fecha_registro;mes;rif_cliente;fecha_auditoria;fecha_registro;cliente;codigo_producto;producto;estandar;unidad_medida; cajas_devueltas ;display_devueltos;paq_und_devueltas;lote;fecha_vencimiento;chofer;transporte;motivo;Tipo_de_devolucion;responsable;zona;asesor;nota_credito;recibida;comentarios;
48753;2029736;2/2/26;1;E-845460046;2/2/26;23/1/26;TINGTING LI (LI MEGA PORTELA, F.P.);WG4048;PALMERITAS WYNCO FAMILY PACK 48C X 54G;48; CAJA ;1; -   ; -   ;L25080;20/3/26;ENRIQUE NADALES;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;FECHA VENCIMIENTO
30941;2029737;2/2/26;1;J-401619797;2/2/26;23/1/26;SUPERMERCADO EL NUEVO POPULAR C.A;OP6303;CARAMELO MASTICABLE FRESA 30P X 250G;30; CAJA ;1; -   ; -   ;;29/9/27;ENRIQUE NADALES;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. SUCRE;AV - SUCRE I;GIAN CALVO;;SI;OP6303 - OP6340 - OP6350 - RF0100 - RF0104 - RF1230 - RF1235: MERCANCIA NO SOLICITADA / PC1003 - WL2720: FECHA VENCIMIENTO
30941;2029737;2/2/26;1;J-401619797;2/2/26;23/1/26;SUPERMERCADO EL NUEVO POPULAR C.A;OP6340;CARAMELO DURO FRUTALLI SURTIDO 34P X 250G;34; CAJA ;1; -   ; -   ;;13/10/27;ENRIQUE NADALES;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. SUCRE;AV - SUCRE I;GIAN CALVO;;SI;OP6303 - OP6340 - OP6350 - RF0100 - RF0104 - RF1230 - RF1235: MERCANCIA NO SOLICITADA / PC1003 - WL2720: FECHA VENCIMIENTO
30941;2029737;2/2/26;1;J-401619797;2/2/26;23/1/26;SUPERMERCADO EL NUEVO POPULAR C.A;OP6350;CARAMELO DURO FRESA 34P X 250G;34; CAJA ;1; -   ; -   ;;16/10/27;ENRIQUE NADALES;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. SUCRE;AV - SUCRE I;GIAN CALVO;;SI;OP6303 - OP6340 - OP6350 - RF0100 - RF0104 - RF1230 - RF1235: MERCANCIA NO SOLICITADA / PC1003 - WL2720: FECHA VENCIMIENTO
30941;2029737;2/2/26;1;J-401619797;2/2/26;23/1/26;SUPERMERCADO EL NUEVO POPULAR C.A;PC1003;PAPA CRUNCH CREMA Y CEBOLLA 24U X 100G;24; CAJA ;1; -   ; -   ;WP0125;10/4/26;ENRIQUE NADALES;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. SUCRE;AV - SUCRE I;GIAN CALVO;;SI;OP6303 - OP6340 - OP6350 - RF0100 - RF0104 - RF1230 - RF1235: MERCANCIA NO SOLICITADA / PC1003 - WL2720: FECHA VENCIMIENTO
30941;2029737;2/2/26;1;J-401619797;2/2/26;23/1/26;SUPERMERCADO EL NUEVO POPULAR C.A;RF0100;CARAMELO FREEGELLS INDIVIDUAL EXTRA FUERTE 24P X 101U;24; CAJA ;1; -   ; -   ;;1/10/27;ENRIQUE NADALES;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. SUCRE;AV - SUCRE I;GIAN CALVO;;SI;OP6303 - OP6340 - OP6350 - RF0100 - RF0104 - RF1230 - RF1235: MERCANCIA NO SOLICITADA / PC1003 - WL2720: FECHA VENCIMIENTO
30941;2029737;2/2/26;1;J-401619797;2/2/26;23/1/26;SUPERMERCADO EL NUEVO POPULAR C.A;RF0104;CARAMELO FREEGELLS INDIVIDUAL EUCALIPTO 24P X 101U;24; CAJA ;1; -   ; -   ;;1/9/27;ENRIQUE NADALES;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. SUCRE;AV - SUCRE I;GIAN CALVO;;SI;OP6303 - OP6340 - OP6350 - RF0100 - RF0104 - RF1230 - RF1235: MERCANCIA NO SOLICITADA / PC1003 - WL2720: FECHA VENCIMIENTO
30941;2029737;2/2/26;1;J-401619797;2/2/26;23/1/26;SUPERMERCADO EL NUEVO POPULAR C.A;RF1230;CARAMELO FREEGELLS EXTRA FUERTE 36D X 12U;36; CAJA ;1; -   ; -   ;;1/12/27;ENRIQUE NADALES;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. SUCRE;AV - SUCRE I;GIAN CALVO;;SI;OP6303 - OP6340 - OP6350 - RF0100 - RF0104 - RF1230 - RF1235: MERCANCIA NO SOLICITADA / PC1003 - WL2720: FECHA VENCIMIENTO
30941;2029737;2/2/26;1;J-401619797;2/2/26;23/1/26;SUPERMERCADO EL NUEVO POPULAR C.A;RF1235;CARAMELO FREEGELLS VIT.C 36D X 12U;36; CAJA ;1; -   ; -   ;;1/12/27;ENRIQUE NADALES;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. SUCRE;AV - SUCRE I;GIAN CALVO;;SI;OP6303 - OP6340 - OP6350 - RF0100 - RF0104 - RF1230 - RF1235: MERCANCIA NO SOLICITADA / PC1003 - WL2720: FECHA VENCIMIENTO
30941;2029737;2/2/26;1;J-401619797;2/2/26;23/1/26;SUPERMERCADO EL NUEVO POPULAR C.A;WL2720;CREMA DE LECHE WYNCO 27U X 200G;27; CAJA ;1; -   ; -   ;L2308;23/6/26;ENRIQUE NADALES;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. SUCRE;AV - SUCRE I;GIAN CALVO;;SI;OP6303 - OP6340 - OP6350 - RF0100 - RF0104 - RF1230 - RF1235: MERCANCIA NO SOLICITADA / PC1003 - WL2720: FECHA VENCIMIENTO
30928;2029738;2/2/26;1;J-500150431;2/2/26;23/1/26;COMERCIAL NUEVO FUTURO, C.A.;RF1230;CARAMELO FREEGELLS EXTRA FUERTE 36D X 12U;36; CAJA ;4; -   ; -   ;;1/12/27;ENRIQUE NADALES;FLETY EXPRESS DEL CENTRO;MERCANCIA NO SOLICITADA;FISICO;VENTAS;EDO. SUCRE;AV - SUCRE I;GIAN CALVO;;SI;MERCANCIA NO SOLICITADA POR EL CLIENTE
30933;2029739;2/2/26;1;J-502931180;2/2/26;23/1/26;TESCO CENTER SUCRE, C.A;BD1230;AREQUIPE CAMPONESA 12U X 300G;12; UND ; -   ; -   ;1;L151025;15/8/26;ENRIQUE NADALES;FLETY EXPRESS DEL CENTRO;DAÑADO;FINANCIERO;OTROS;EDO. SUCRE;AV - SUCRE I;GIAN CALVO;;SI;01 UND. AVERIADA - SE QUEDA CON LA CAJA
30958;2029740;2/2/26;1;J-501001316;2/2/26;26/1/26;EL OFERTON DE LOS MUCHACHOS, C.A;RB3531;BUZZY TATTOO PAW PATROL TUTTI-FRUTTI 20D X 90U;20; CAJA ;8; -   ; -   ;;1/8/27;LUIS FLORES;TRANSCARGO H.V, C,A;MERCANCIA NO SOLICITADA;FISICO;VENTAS;EDO. TÁCHIRA;EN - ANDES;JOSE REYES;;SI;MERCANCIA NO SOLICITADA POR EL CLIENTE
30958;2029740;2/2/26;1;J-501001316;2/2/26;26/1/26;EL OFERTON DE LOS MUCHACHOS, C.A;WD0821;HUEVITO GRANDE RACING CARS 12D X 12U;12; CAJA ;5; -   ; -   ;;21/10/26;LUIS FLORES;TRANSCARGO H.V, C,A;MERCANCIA NO SOLICITADA;FISICO;VENTAS;EDO. TÁCHIRA;EN - ANDES;JOSE REYES;;SI;MERCANCIA NO SOLICITADA POR EL CLIENTE
30958;2029740;2/2/26;1;J-501001316;2/2/26;26/1/26;EL OFERTON DE LOS MUCHACHOS, C.A;WD0824;HUEVITO GRANDE MINI PRINCESA 12D X 12U;12; CAJA ;5; -   ; -   ;;21/10/26;LUIS FLORES;TRANSCARGO H.V, C,A;MERCANCIA NO SOLICITADA;FISICO;VENTAS;EDO. TÁCHIRA;EN - ANDES;JOSE REYES;;SI;MERCANCIA NO SOLICITADA POR EL CLIENTE
30985;2029741;2/2/26;1;J-308992232;2/2/26;26/1/26;DISTRIBUIDORA GOLOSINA C.A.;JJ2148;MEGA GUM CORD CHICLE ACIDO 3D X 48U;3; CAJA ;2; -   ; -   ;L25065MGC40;25/6/27;LUIS FLORES;TRANSCARGO H.V, C,A;MERCANCIA NO SOLICITADA;FISICO;VENTAS;EDO. LARA;EN - CENTRO OCCIDENTE;FRANKLIN COLMENAREZ;;SI;MERCANCIA NO SOLICITADA POR EL CLIENTE
30986;2029742;2/2/26;1;J-502210202;2/2/26;26/1/26;SUPERMERCADO CASERTA,C.A;PC0353;PAPA CRUNCH CREMA Y CEBOLLA 50U X 35G;50; CAJA ;2; -   ; -   ;;5/2/26;LUIS FLORES;TRANSCARGO H.V, C,A;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. TRUJILLO;AV - MERIDA TRUJILLO;ENDER GIL;;SI;PC0353: 02 PAQS. FALTANTES - DEVUELVE POR FECHA DE VENCIMIENTO
30986;2029742;2/2/26;1;J-502210202;2/2/26;26/1/26;SUPERMERCADO CASERTA,C.A;PC0603;PAPA CRUNCH CREMA Y CEBOLLA 24U X 60G;24; CAJA ;1; -   ; -   ;;3/5/26;LUIS FLORES;TRANSCARGO H.V, C,A;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. TRUJILLO;AV - MERIDA TRUJILLO;ENDER GIL;;SI;PC0353: 02 PAQS. FALTANTES - DEVUELVE POR FECHA DE VENCIMIENTO
30986;2029742;2/2/26;1;J-502210202;2/2/26;26/1/26;SUPERMERCADO CASERTA,C.A;PC1003;PAPA CRUNCH CREMA Y CEBOLLA 24U X 100G;24; CAJA ;1; -   ; -   ;;10/4/26;LUIS FLORES;TRANSCARGO H.V, C,A;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. TRUJILLO;AV - MERIDA TRUJILLO;ENDER GIL;;SI;PC0353: 02 PAQS. FALTANTES - DEVUELVE POR FECHA DE VENCIMIENTO
48810;2029743;2/2/26;1;J-412956078;2/2/26;26/1/26;MERKAFUR, C.A;PC0351;PAPA CRUNCH ORIGINAL 50U X 35G;50; CAJA ;1; -   ; -   ;;5/2/26;LUIS FLORES;TRANSCARGO H.V, C,A;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. LARA;AV - LARA - YARACUY I;VACANTE AV - LARA - YARACUY I;;SI;PC0351: 01 PAQ. FALTANTE - PC0357: 01 PAQ. FALTANTE - CLIENTE DEVUELVE POR FECHA DE VENCIMIENTO
48810;2029743;2/2/26;1;J-412956078;2/2/26;26/1/26;MERKAFUR, C.A;PC0357;PAPA CRUNCH QUESO 50U X 35G;50; CAJA ;1; -   ; -   ;;5/2/26;LUIS FLORES;TRANSCARGO H.V, C,A;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. LARA;AV - LARA - YARACUY I;VACANTE AV - LARA - YARACUY I;;SI;PC0351: 01 PAQ. FALTANTE - PC0357: 01 PAQ. FALTANTE - CLIENTE DEVUELVE POR FECHA DE VENCIMIENTO
31012;2029744;2/2/26;1;J-303889085;2/2/26;27/1/26;ALMACEN NAGUA 2, C.A.;GM1002;MARSHMALLOWS BLANCO 70P X 100G;70; CAJA ;1; -   ; -   ;L79145;24/4/26;LEOMAR BADELL;BADELL;MERCANCIA NO SOLICITADA;FISICO;VENTAS;EDO. CARABOBO;AV - CARABOBO I;LUIS FERRER;;SI;MERCANCIA NO SOLICITADA POR EL CLIENTE
48759;2029745;2/2/26;1;J-500769300;2/2/26;23/1/26;INVERSIONES BARCELONA ORIENTE 20.21, C.A.;PC1003;PAPA CRUNCH CREMA Y CEBOLLA 24U X 100G;24; CAJA ;1; -   ; -   ;LWP0125;10/4/26;ENRIQUE NADALES;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;FECHA VENCIMIENTO
48759;2029745;2/2/26;1;J-500769300;2/2/26;23/1/26;INVERSIONES BARCELONA ORIENTE 20.21, C.A.;PC1005;PAPA CRUNCH BARBECUE 24U X 100G;24; CAJA ;1; -   ; -   ;LWP0125;8/4/26;ENRIQUE NADALES;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;FECHA VENCIMIENTO
48775;2029746;2/2/26;1;J-298365170;2/2/26;23/1/26;MUNDO HOGAR 2020, C.A;PC0601;PAPA CRUNCH ORIGINAL 24U X 60G;24; CAJA ;1; -   ; -   ;LWP0225;3/5/26;ENRIQUE NADALES;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;FECHA VENCIMIENTO
48775;2029746;2/2/26;1;J-298365170;2/2/26;23/1/26;MUNDO HOGAR 2020, C.A;PC0603;PAPA CRUNCH CREMA Y CEBOLLA 24U X 60G;24; CAJA ;1; -   ; -   ;LWP0225;3/5/26;ENRIQUE NADALES;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;FECHA VENCIMIENTO
48775;2029746;2/2/26;1;J-298365170;2/2/26;23/1/26;MUNDO HOGAR 2020, C.A;PC1001;PAPA CRUNCH ORIGINAL 24U X 100G;24; CAJA ;1; -   ; -   ;LWP0125;18/4/26;ENRIQUE NADALES;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;FECHA VENCIMIENTO
48775;2029746;2/2/26;1;J-298365170;2/2/26;23/1/26;MUNDO HOGAR 2020, C.A;PC1003;PAPA CRUNCH CREMA Y CEBOLLA 24U X 100G;24; CAJA ;1; -   ; -   ;LWP0125;10/4/26;ENRIQUE NADALES;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;FECHA VENCIMIENTO
48765;2029747;2/2/26;1;J-500769300;2/2/26;23/1/26;INVERSIONES BARCELONA ORIENTE 20.21, C.A.;GM1001;MARSHMALLOWS MULTICOLOR 70P X 100G;70; CAJA ;1; -   ; -   ;L95661;27/5/26;ENRIQUE NADALES;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;FECHA VENCIMIENTO
48765;2029747;2/2/26;1;J-500769300;2/2/26;23/1/26;INVERSIONES BARCELONA ORIENTE 20.21, C.A.;GM1002;MARSHMALLOWS BLANCO 70P X 100G;70; CAJA ;1; -   ; -   ;L79144;24/4/26;ENRIQUE NADALES;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;FECHA VENCIMIENTO
48747;2029748;2/2/26;1;J-294734677;2/2/26;23/1/26;INVERSIONES BARCELONA ORIENTE COMPAÑIA ANONIMA;DT1510;TANDY FRUIT PUNCH 8D X 15U;8; CAJA ;1; -   ; -   ;L280629;28/6/26;ENRIQUE NADALES;FLETY EXPRESS DEL CENTRO;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;FECHA VENCIMIENTO
30910;2029749;2/2/26;1;J-500259751;2/2/26;23/1/26;SERVILICORES SELECTO C.A;GM1002;MARSHMALLOWS BLANCO 70P X 100G;70; CAJA ;1; -   ; -   ;L79145;21/4/26;FERNANDO MARQUEZ;SIN INFORMACION;FECHA VENCIMIENTO;FISICO;VENTAS;-;;;;SI;FECHA VENCIMIENTO
30910;2029749;2/2/26;1;J-500259751;2/2/26;23/1/26;SERVILICORES SELECTO C.A;PC0351;PAPA CRUNCH ORIGINAL 50U X 35G;50; CAJA ;1; -   ; -   ;LWP0225;5/2/26;FERNANDO MARQUEZ;SIN INFORMACION;FECHA VENCIMIENTO;FISICO;VENTAS;-;;;;SI;FECHA VENCIMIENTO
30910;2029749;2/2/26;1;J-500259751;2/2/26;23/1/26;SERVILICORES SELECTO C.A;PC0603;PAPA CRUNCH CREMA Y CEBOLLA 24U X 60G;24; CAJA ;1; -   ; -   ;LWP0225;3/5/26;FERNANDO MARQUEZ;SIN INFORMACION;FECHA VENCIMIENTO;FISICO;VENTAS;-;;;;SI;FECHA VENCIMIENTO
30910;2029749;2/2/26;1;J-500259751;2/2/26;23/1/26;SERVILICORES SELECTO C.A;PC0607;PAPA CRUNCH QUESO 24U X 60G;24; CAJA ;1; -   ; -   ;LWP0225;3/5/26;FERNANDO MARQUEZ;SIN INFORMACION;FECHA VENCIMIENTO;FISICO;VENTAS;-;;;;SI;FECHA VENCIMIENTO
30910;2029749;2/2/26;1;J-500259751;2/2/26;23/1/26;SERVILICORES SELECTO C.A;WG4024;PALMERITAS WYNCO SNACK PACK 6D X 24U;6; CAJA ;1; -   ; -   ;L25079;19/3/26;FERNANDO MARQUEZ;SIN INFORMACION;FECHA VENCIMIENTO;FISICO;VENTAS;-;;;;SI;FECHA VENCIMIENTO
30910;2029749;2/2/26;1;J-500259751;2/2/26;23/1/26;SERVILICORES SELECTO C.A;WH1102;CONITOS 8D X 24U;8; CAJA ;3; -   ; -   ;;10/6/26;FERNANDO MARQUEZ;SIN INFORMACION;FECHA VENCIMIENTO;FISICO;VENTAS;-;;;;SI;FECHA VENCIMIENTO
30910;2029749;2/2/26;1;J-505147226;2/2/26;27/1/26;F&S DISTRIBUCION., C.A;WL2720;CREMA DE LECHE WYNCO 27U X 200G;27; CAJA ;20; -   ; -   ;L2350;23/6/26;FERNANDO MARQUEZ;SIN INFORMACION;FECHA VENCIMIENTO;FISICO;VENTAS;-;;;;SI;FECHA VENCIMIENTO
31026;2029750;2/2/26;1;J-505147226;2/2/26;27/1/26;F&S DISTRIBUCION., C.A;GM1002;MARSHMALLOWS BLANCO 70P X 100G;70; CAJA ;1; -   ; -   ;L79145;24/4/26;JAIME ROJAS;SIN INFORMACION;FECHA VENCIMIENTO;FISICO;VENTAS;-;;;;SI;GM1002: 01 PAQ. FALTANTE - DEVUELVE CAJA (COBRO A TRANSPORTE 01 PAQ.) - PC0351: 02 UNDS. FALTANTE - DEVUELVE CAJA (COBRO A TRANSPORTE 02 UNDS.) / PC1001 - PC1005 - WG4024 - WG4048 - WS0301 - WS0304: FECHA VENCIMIENTO
31026;2029750;2/2/26;1;J-505147226;2/2/26;27/1/26;F&S DISTRIBUCION., C.A;PC0351;PAPA CRUNCH ORIGINAL 50U X 35G;50; CAJA ;2; -   ; -   ;LWP0225;05/02/20226;JAIME ROJAS;SIN INFORMACION;FECHA VENCIMIENTO;FISICO;VENTAS;-;;;;SI;GM1002: 01 PAQ. FALTANTE - DEVUELVE CAJA (COBRO A TRANSPORTE 01 PAQ.) - PC0351: 02 UNDS. FALTANTE - DEVUELVE CAJA (COBRO A TRANSPORTE 02 UNDS.) / PC1001 - PC1005 - WG4024 - WG4048 - WS0301 - WS0304: FECHA VENCIMIENTO
31026;2029750;2/2/26;1;J-505147226;2/2/26;27/1/26;F&S DISTRIBUCION., C.A;PC1001;PAPA CRUNCH ORIGINAL 24U X 100G;24; CAJA ;3; -   ; -   ;LWP0125;18/4/26;JAIME ROJAS;SIN INFORMACION;FECHA VENCIMIENTO;FISICO;VENTAS;-;;;;SI;GM1002: 01 PAQ. FALTANTE - DEVUELVE CAJA (COBRO A TRANSPORTE 01 PAQ.) - PC0351: 02 UNDS. FALTANTE - DEVUELVE CAJA (COBRO A TRANSPORTE 02 UNDS.) / PC1001 - PC1005 - WG4024 - WG4048 - WS0301 - WS0304: FECHA VENCIMIENTO
31026;2029750;2/2/26;1;J-505147226;2/2/26;27/1/26;F&S DISTRIBUCION., C.A;PC1005;PAPA CRUNCH BARBECUE 24U X 100G;24; CAJA ;3; -   ; -   ;LWP0125;18/4/26;JAIME ROJAS;SIN INFORMACION;FECHA VENCIMIENTO;FISICO;VENTAS;-;;;;SI;GM1002: 01 PAQ. FALTANTE - DEVUELVE CAJA (COBRO A TRANSPORTE 01 PAQ.) - PC0351: 02 UNDS. FALTANTE - DEVUELVE CAJA (COBRO A TRANSPORTE 02 UNDS.) / PC1001 - PC1005 - WG4024 - WG4048 - WS0301 - WS0304: FECHA VENCIMIENTO
31026;2029750;2/2/26;1;J-505147226;2/2/26;27/1/26;F&S DISTRIBUCION., C.A;WG4024;PALMERITAS WYNCO SNACK PACK 6D X 24U;6; CAJA ;2; -   ; -   ;L25079;19/3/26;JAIME ROJAS;SIN INFORMACION;FECHA VENCIMIENTO;FISICO;VENTAS;-;;;;SI;GM1002: 01 PAQ. FALTANTE - DEVUELVE CAJA (COBRO A TRANSPORTE 01 PAQ.) - PC0351: 02 UNDS. FALTANTE - DEVUELVE CAJA (COBRO A TRANSPORTE 02 UNDS.) / PC1001 - PC1005 - WG4024 - WG4048 - WS0301 - WS0304: FECHA VENCIMIENTO
31026;2029750;2/2/26;1;J-505147226;2/2/26;27/1/26;F&S DISTRIBUCION., C.A;WG4048;PALMERITAS WYNCO FAMILY PACK 48C X 54G;48; CAJA ;3; -   ; -   ;L25080;20/3/26;JAIME ROJAS;SIN INFORMACION;FECHA VENCIMIENTO;FISICO;VENTAS;-;;;;SI;GM1002: 01 PAQ. FALTANTE - DEVUELVE CAJA (COBRO A TRANSPORTE 01 PAQ.) - PC0351: 02 UNDS. FALTANTE - DEVUELVE CAJA (COBRO A TRANSPORTE 02 UNDS.) / PC1001 - PC1005 - WG4024 - WG4048 - WS0301 - WS0304: FECHA VENCIMIENTO
31026;2029750;2/2/26;1;J-505147226;2/2/26;27/1/26;F&S DISTRIBUCION., C.A;WS0301;CRISPY POP CARAMELO 18U X 120G;18; CAJA ;3; -   ; -   ;L2306;23/3/26;JAIME ROJAS;SIN INFORMACION;FECHA VENCIMIENTO;FISICO;VENTAS;-;;;;SI;GM1002: 01 PAQ. FALTANTE - DEVUELVE CAJA (COBRO A TRANSPORTE 01 PAQ.) - PC0351: 02 UNDS. FALTANTE - DEVUELVE CAJA (COBRO A TRANSPORTE 02 UNDS.) / PC1001 - PC1005 - WG4024 - WG4048 - WS0301 - WS0304: FECHA VENCIMIENTO
31026;2029750;2/2/26;1;J-505147226;2/2/26;27/1/26;F&S DISTRIBUCION., C.A;WS0304;CRISPY POP CHOCOLATE 18U X 120G;18; CAJA ;3; -   ; -   ;L2406;24/3/26;JAIME ROJAS;SIN INFORMACION;FECHA VENCIMIENTO;FISICO;VENTAS;-;;;;SI;GM1002: 01 PAQ. FALTANTE - DEVUELVE CAJA (COBRO A TRANSPORTE 01 PAQ.) - PC0351: 02 UNDS. FALTANTE - DEVUELVE CAJA (COBRO A TRANSPORTE 02 UNDS.) / PC1001 - PC1005 - WG4024 - WG4048 - WS0301 - WS0304: FECHA VENCIMIENTO
S/N 020226-1;2029751;2/2/26;1;;4/2/26;;;RP0000;GOMUTCHO TUBO 15D X 30U;0; CAJA ;1; -   ; -   ;L25114;1/4/27;ENRIQUE NADALES;FLETY EXPRESS DEL CENTRO;SOBRANTE;FISICO;OTROS;-;;;;SI;SOBRANTE EN RUTA CARUPANO
70890;2029752;2/2/26;1;J-001675523;4/2/26;27/1/26;SUPERMERCADOS UNICASA, C.A.;RF1232;CARAMELO FREEGELLS FRESA 36D X 12U;36; DISPLAY ; -   ; -   ;6;;1/12/27;FERNANDO APONTE;INNOVA;SOBRANTE;FINANCIERO;VENTAS;DISTRITO CAPITAL;INACTIVOS;VACANTE AV - CAPITAL III;;SI;CLIENTE RECIBE POR ORDEN DE COMPRA EN UNIDADES NO POR CAJAS  Y LE SOBRA 06 DISPLAY QUE DEVUELVE A WYNCO - CONVERSAR CON VENDEDOR
31192;2029753;2/2/26;1;J-405405333;4/2/26;29/1/26;INSUMAR DISTRIBUIDORA 715, C.A.;WG1140;GALLETAS DE MANTEQUILLA MIX ORIGINAL 24U X 114G;24; CAJA ;2; -   ; -   ;;4/5/26;FERNANDO APONTE;INNOVA;FECHA VENCIMIENTO;FISICO;VENTAS;EDO. MIRANDA;EN - CAPITAL I;GUSTAVO DIAZ;;SI;FECHA VENCIMIENTO
31222;2029754;2/2/26;1;J-301396626;4/2/26;29/1/26;EL MUNDO DE LA CONFITERIA C A;PC0351;PAPA CRUNCH ORIGINAL 50U X 35G;50; CAJA ;1; -   ; -   ;LWP0225;5/2/26;RODOLFO PARADA;SIN INFORMACION;FECHA VENCIMIENTO;FISICO;VENTAS;-;;;;SI;FECHA VENCIMIENTO
31222;2029754;2/2/26;1;J-301396626;4/2/26;29/1/26;EL MUNDO DE LA CONFITERIA C A;PC0353;PAPA CRUNCH CREMA Y CEBOLLA 50U X 35G;50; CAJA ;1; -   ; -   ;LWP0225;5/2/26;RODOLFO PARADA;SIN INFORMACION;FECHA VENCIMIENTO;FISICO;VENTAS;-;;;;SI;FECHA VENCIMIENTO
48812;2029755;2/2/26;1;J-409188850;4/2/26;27/1/26;AUTOMERCADO ASIA 168, C.A.;JD1210;DUCREAM AVELLANA 24D X 12U;24; DISPLAY ; -   ;1; -   ;;;WILLIAN PEREZ;SIN INFORMACION;FALTANTE;FINANCIERO;OTROS;EDO. DELTA AMACURO;AV - MONAGAS I;KELLY GIL;;NO;01 DISPLAY FALTANTE - SE QUEDA CON LA CAJA
31182;2029756;2/2/26;1;J-401648576;4/2/26;29/1/26;COMERCIAL 388, C.A;RF1235;CARAMELO FREEGELLS VIT.C 36D X 12U;36; DISPLAY ; -   ;1; -   ;;;LEIVIS RIERA;FLETY EXPRESS DEL CENTRO;FALTANTE;FINANCIERO;OTROS;EDO. LARA;AV - LARA - YARACUY I;VACANTE AV - LARA - YARACUY I;;NO;01 DISPLAY FALTANTE - SE QUEDA CON LA CAJA
48729;2029757;2/2/26;1;J-501224978;4/2/26;23/1/26;INVERSIONES ORIENTE 20.22, C.A;CF2036;CHOCO FORTE 36P X 200G;36; PAQ. ; -   ; -   ;1;L25078;19/3/27;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;DAÑADO;FINANCIERO;OTROS;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;01 PAQ. AVERIADO - SE QUEDA CON LA CAJA
48739;2029758;2/2/26;1;J-501224978;4/2/26;23/1/26;INVERSIONES ORIENTE 20.22, C.A;CF2036;CHOCO FORTE 36P X 200G;36; PAQ. ; -   ; -   ;1;L25308;4/11/27;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;DAÑADO;FINANCIERO;OTROS;EDO. ANZOÁTEGUI;AV - ORIENTE NORTE III;JULIO AGUILERA;;SI;01 PAQ. AVERIADO - SE QUEDA CON LA CAJA
30898;2029759;2/2/26;1;J-501398283;4/2/26;23/1/26;MERCAD MEGA, C.A.;CF2036;CHOCO FORTE 36P X 200G;36; PAQ. ; -   ; -   ;2;;;FERNANDO MARQUEZ;FLETY EXPRESS DEL CENTRO;FALTANTE;FINANCIERO;OTROS;EDO. MONAGAS;AV - MONAGAS I;KELLY GIL;;NO;02 PAQS. FALTANTES - SE QUEDA CON LA CAJA
